customerID,lat,long
C1,41.99107759,-87.73551894
C2,41.97849287,-87.74789509
C3,41.9991794,-87.74984864
C4,41.99825329,-87.76606007
C5,41.92927868,-87.6814593
C6,42.00419406,-87.76203117
C7,41.97865654,-87.74390781
C8,41.98480424,-87.75257603
C9,41.99569588,-87.74033951
C10,41.97438283,-87.74832546
